"Item Id","Item URI","Dublin Core:Title","Dublin Core:Subject","Dublin Core:Description","Dublin Core:Creator","Dublin Core:Source","Dublin Core:Publisher","Dublin Core:Date","Dublin Core:Contributor","Dublin Core:Rights","Dublin Core:Relation","Dublin Core:Format","Dublin Core:Language","Dublin Core:Type","Dublin Core:Identifier","Dublin Core:Coverage","Item Type Metadata:Text","Item Type Metadata:Transcription","Item Type Metadata:Local URL","Item Type Metadata:Original Format","Item Type Metadata:Physical Dimensions","Item Type Metadata:From","Item Type Metadata:To","Item Type Metadata:Number of Attachments","Item Type Metadata:URL","Item Type Metadata:Birth Date","Item Type Metadata:Birthplace","Item Type Metadata:Death Date","Item Type Metadata:Biographical Text","Item Type Metadata:Bibliography","Item Type Metadata:Journal Entry","Item Type Metadata:Footnotes","Item Type Metadata:Location","PDF Text:Text",tags,file,itemType,collection,public,featured
30777,https://georgeeliotarchive.org/items/show/30777,Mudport,"Fictional Place","Mudport^^Town where Maggie Tulliver and Stephen Guest part after their flight.",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23014,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30776,https://georgeeliotarchive.org/items/show/30776,"Old Hall^^ St. Ogg's","Fictional Place","Old Hall^^ St. Ogg's^^The scene of the bazaar which is the culmination of Maggie Tulliver's social career. ""It was the Normans who began to build that fine old hall^^ which is like the town telling of the thoughts and hands of widely-sundered generations; but it is all so old that we look with loving pardon at its inconsistencies^^ and are well content that they who built the stone oriel^^ and they who built the Gothic facade and towers of finest small brickwork with the refoil ornament^^ and the windows and battlements defined with stone^^ did not sacrilegiously pull down the ancient half-timbered body^^ with its oak - roofed banqueting-hall."" ""The fine old hall^^ with its open roof and carved oaken rafters^^ and great oaken foldingdoors^^ and light shed down from a height on the many-coloured show beneath: a very quaint place^^ with broad faded stripes painted on the walls^^ and here and there a show of heraldic animals of a bristly^^ long-snouted character^^ the cherished emblems of a noble family once the seigniors of this now civic hall. A grand arch^^ cut in the upper wall at one end^^ surmounted an oaken orchestra^^ with an open room behind it . . . Near the great arch over the orchestra was the stone oriel with painted glass^^ which was one of the venerable inconsistencies of the old hall."" The original of the Old Hall^^ St. Ogg's^^ is the Old Hall^^ Gainsborough^^ the ancient residence of the lords of the manor of Gainsburgh^^ an interesting specimen of an old baronial hall. (For a history and description of this building^^ which is still standing^^ see Stark^^ History and Antiquities of Gainsburgh.)",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23082,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30775,https://georgeeliotarchive.org/items/show/30775,"Old Topping","Fictional Place","Old Topping^^Borough.",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23085,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30774,https://georgeeliotarchive.org/items/show/30774,"Park House","Fictional Place","Park House^^The home of the Guest family in St. Ogg's.",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23129,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30773,https://georgeeliotarchive.org/items/show/30773,"Pelley's Bank","Fictional Place","Pelley's Bank",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23151,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30772,https://georgeeliotarchive.org/items/show/30772,"Red Deeps","Fictional Place","Red Deeps^^The place near Dorlcote Mill where Maggie Tulliver and Philip Wakem^^ her lover^^ meet. ""Just where this line of bank sloped down again to the level^^ a by-road turned off and led to the other side of the rise^^ where it was broken into very capricious hollows and mounds by the working of an exhausted stone-quarry—so long exhausted that both mounds and hollows were now clothed with brambles and trees^^ and here and there by a stretch of grass which a few sheep kept close-nibbled."" A little valley between Nuneaton and Griff House called Griff Bottoms or Griff Hollows was the original of the ""Red Deeps"".",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23307,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30771,https://georgeeliotarchive.org/items/show/30771,Ripple,"Fictional Place","Ripple^^The tributary of the Floss^^ on which Dorlcote Mill actually stood. ""How lovely the little river is^^ with its dark^^ changing wavelets! It seems to me like a living companion while I wander along the bank and listen to its low placid voice^^ as to the voice of one who is deaf and loving."" ",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23326,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30770,https://georgeeliotarchive.org/items/show/30770,"River Street","Fictional Place","River Street^^The street in St. Ogg's where the warehouse offices of Guest and Co. are located.",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23328,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30769,https://georgeeliotarchive.org/items/show/30769,"Round Pool","Fictional Place","Round Pool^^The favourite fishing spot of Tom and Maggie Tulliver. ""That wonderful pool^^ which floods had made a long while ago: no one knew how deep it was; nd it was mysterious^^ too^^ that it should be almost a perfect round^^ framed in with willows and tall reeds^^ so that the water was only to be seen when you got close to the brink."" A pool in the fields back of Griff House^^ the childhood home of George Eliot and her brother Isaac^^ was the original of the Round Pool where Tom and Maggie fished. (See Parkinson^^ Scenes^^ p. 14.)",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23352,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30768,https://georgeeliotarchive.org/items/show/30768,"St. Ogg's","Fictional Place","St. Ogg's^^Town on the Floss; the scene of much of the story of The Mill on the Floss. ""St Ogg's--that venerable town with the red-fluted roofs and the broad warehouse gables^^ where the black ships unlade themselves of their burthens from the far north^^ and carry away^^ in exchange^^ the precious inland products^^ the well-crushed cheese and the soft fleeces . . ."" ""It is one of those old^^ old towns which impress one as a continuation and outgrowth of nature^^ as much as the nests of the bower-birds or the winding galleries of the white ants ; a town^^ which carries the traces of its long growth and history like a millennial tree^^ and has sprung up and developed in the same spot between the river and the low hill from the time when the Roman legions turned their backs on it from the camp on the hillside^^ and the long-haired sea-kings came up the river and looked with fierce^^ eager eyes at the fatness of the land. It is a town 'familiar with forgotten years'."" The original of St. Ogg's is the town of Gainsborough^^ in Lincolnshire^^ on the River Trent (the ""Floss"").",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23371,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30767,https://georgeeliotarchive.org/items/show/30767,"St. Ursula","Fictional Place","St. Ursula^^Parish.",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23375,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30766,https://georgeeliotarchive.org/items/show/30766,Tofton,"Fictional Place","Tofton^^A village on the Floss^^ very near St. Ogg's^^ close to which Tom and Maggie Tulliver are drowned. The original of Tofton may have been Morton^^ a village on the Trent (""Floss"") about one mile north of Gainsborough ("" St. Ogg's ""). (See article by John W. Fraser in Bookman (Lond.)^^ voL 9^^ p. 55.)",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23610,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30765,https://georgeeliotarchive.org/items/show/30765,"Tofton Road","Fictional Place","Tofton Road^^The road leaidng out of St. Ogg's toward which Mrs. Glegg's front windowns look.",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23612,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30764,https://georgeeliotarchive.org/items/show/30764,Torby,"Fictional Place","Torby^^A town on the Floss^^ below St. Ogg's^^ at which Stephen Guest proposes to land when he and Maggie are carried down the river.",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23625,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30763,https://georgeeliotarchive.org/items/show/30763,"Torry's Mill","Fictional Place","Torry's Mill^^Mill where Bob Jakin earns his first ten sovereigns by extinguishing a fire.",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23633,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30762,https://georgeeliotarchive.org/items/show/30762,Salt,Item,"Supercargo of the vessel which takes out Bob Jakin's and Tom Tulliver's ventures; ""a briny chap.""",,"<em>The Mill on the Floss</em>",,,,,Salt,,,Text,https://georgeeliotarchive.org/items/show/23384,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30761,https://georgeeliotarchive.org/items/show/30761,"Tofton Ferry",Item,"Tofton Ferry",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23611,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30760,https://georgeeliotarchive.org/items/show/30760,Jetsome,"Character Name","A young and worthless protégé of Lawyer Wakem's^^ who is put in charge of Dorlcote Mill after Mr. Tulliver's death.",,"<em>The Mill on the Floss</em>",,,,,Jetsome,,,Text,https://georgeeliotarchive.org/items/show/22645,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30759,https://georgeeliotarchive.org/items/show/30759,Lolo,"Pet Name",Dog.,,"<em>The Mill on the Floss</em>",,,,,Lolo,,,Text,https://georgeeliotarchive.org/items/show/22805,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30758,https://georgeeliotarchive.org/items/show/30758,Minny,"Pet Name","Lucy Deane's King charles spaniel^^ a gift from Tom Tulliver.",,"<em>The Mill on the Floss</em>",,,,,Minny,,,Text,https://georgeeliotarchive.org/items/show/22980,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30757,https://georgeeliotarchive.org/items/show/30757,Mumps,"Pet Name","Bob Jakin's ""bull-terrier of brindled coat and defiant aspect"".",,"<em>The Mill on the Floss</em>",,,,,Mumps,,,Text,https://georgeeliotarchive.org/items/show/23016,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30756,https://georgeeliotarchive.org/items/show/30756,Spouncer,"Character Name","A schoolmate with whom Tom Tulliver fights.",,"<em>The Mill on the Floss</em>",,,,,Spouncer,,,Text,https://georgeeliotarchive.org/items/show/23511,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30755,https://georgeeliotarchive.org/items/show/30755,Stott,"Character Name","Formerly housekeeper for Mr. Tulliver's dead brother.",,"<em>The Mill on the Floss</em>",,,,,Stott,,,Text,https://georgeeliotarchive.org/items/show/23539,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30754,https://georgeeliotarchive.org/items/show/30754,Stowe,"Character Name","An employee of Guest &amp; Co.",,"<em>The Mill on the Floss</em>",,,,,Stowe,,,Text,https://georgeeliotarchive.org/items/show/23540,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30753,https://georgeeliotarchive.org/items/show/30753,Swing,"Character Name","Mr. Stelling impresses Mr. Tulliver by telling him several stories about ""Swing"". ""Captain Swing "" was the name signed to various threatening letters which in 1830 and shortly thereafter were written to farmers who were beginning to use agricultural machinery. The ""Swing"" letters preceded cases of incendiarism or other outrages^^ principally against users of agricultural machinery.",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/23554,,Swing,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30752,https://georgeeliotarchive.org/items/show/30752,Timpson,"Character Name","Mr. Stelling's father-in-law.",,"<em>The Mill on the Floss</em>",,,,,Timpson,,,Text,https://georgeeliotarchive.org/items/show/23605,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30751,https://georgeeliotarchive.org/items/show/30751,Toby,"Pet Name","A mongrel dog.",,"<em>The Mill on the Floss</em>",,,,,Toby,,,Text,https://georgeeliotarchive.org/items/show/23608,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30750,https://georgeeliotarchive.org/items/show/30750,Winship,"Character Name",Auctioneer.,,"<em>The Mill on the Floss</em>",,,,,Winship,,,Text,https://georgeeliotarchive.org/items/show/23786,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30749,https://georgeeliotarchive.org/items/show/30749,Wylde,"Character Name",Counsellor.,,"<em>The Mill on the Floss</em>",,,,,Wylde,,,Text,https://georgeeliotarchive.org/items/show/23801,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30748,https://georgeeliotarchive.org/items/show/30748,"""Laceham Courier""",Item,Newspaper.,,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22706,,"""Laceham Courier""",,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30747,https://georgeeliotarchive.org/items/show/30747,"""Messenger""",Item,Newspaper.,,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22954,,"""Messenger""",,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30746,https://georgeeliotarchive.org/items/show/30746,"""Old Goggles""",Item,"Name given to Mr. Jacobs by the boys in his school.",,"<em>The Mill on the Floss</em>",,,,,"""Old Goggles""",,,Text,https://georgeeliotarchive.org/items/show/23081,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30745,https://georgeeliotarchive.org/items/show/30745,"Wesley^^ Mr. (Hist.)","Historical Name","A great Methodist preacher whom Dinah Morris had seen and heard when she was a little girl. John Wesley (1703-91).",,"<em>The Mill on the Floss</em>",,,,,"Wesley^^ Mr. (Hist.)",,,Text,https://georgeeliotarchive.org/items/show/23758,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30744,https://georgeeliotarchive.org/items/show/30744,"""Black Swan""","Fictional Place","""Black Swan""^^Public house at King's Lorton frequented by Mr. Poulter.",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/21839,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30743,https://georgeeliotarchive.org/items/show/30743,"""Golden Lion""","Fictional Place","""Golden Lion""^^Inn at St. Ogg's^^ where Mr. Tulliver meets and pays his creditors.",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22446,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30742,https://georgeeliotarchive.org/items/show/30742,"""Markis O' Granby""","Fictional Place","""Markis O' Granby""^^The former name of ""Dickison's""^^ Basset.",,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/22904,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30741,https://georgeeliotarchive.org/items/show/30741,Ben,"Character Name",,,"<em>The Mill on the Floss</em>",,,,,Ben,,,Text,https://georgeeliotarchive.org/items/show/21812,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30740,https://georgeeliotarchive.org/items/show/30740,"Brumby^^ Dick","Character Name",,,"<em>The Mill on the Floss</em>",,,,,"Brumby^^ Dick",,,Text,https://georgeeliotarchive.org/items/show/21928,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30739,https://georgeeliotarchive.org/items/show/30739,Brumley,"Character Name",,,"<em>The Mill on the Floss</em>",,,,,Brumley,,,Text,https://georgeeliotarchive.org/items/show/21929,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30738,https://georgeeliotarchive.org/items/show/30738,Buxton,"Character Name",,,"<em>The Mill on the Floss</em>",,,,,,,,Text,https://georgeeliotarchive.org/items/show/21953,,Buxton,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
30737,https://georgeeliotarchive.org/items/show/30737,"Darleigh^^ Squire","Character Name",,,"<em>The Mill on the Floss</em>",,,,,"Darleigh^^ Squire",,,Text,https://georgeeliotarchive.org/items/show/22159,,,,,,,,,,,,,,,,,,,,,,Text,"Dictionary of Places and Characters",1,0
